cod_interno,titulo,precio_base_archivo,precio_lista_firestore,precio_mayorista_old,precio_mayorista_new,precio_negocio_old,precio_negocio_new,precio_persona_natural_old,precio_persona_natural_new,precio_nuevos_old,precio_nuevos_new,es_excepcion_KQ,estado
"VC615","Vinilo Tipo 1  Super Lavable Cuñete Menta Fresca",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC613","Vinilo Tipo 1  Super Lavable   Cuñete Verde Turqueza",210000,210000,273000,273000,283500,283500,294000,294000,304500,304500,NO,sin_cambio_base
"VC611","Vinilo Tipo 1  Super Lavable Cuñete Verde Pìno",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC610","Vinilo Tipo 1  Super Lavable Cuñete Verde Manzana",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC609","Vinilo Tipo 1  Super Lavable Cuñete Verde Seda",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC608","Vinilo Tipo 1  Super Lavable   Cuñete Verde Agua",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"VC607","Vinilo Tipo 1  Super Lavable Cuñete Verde Chartreuse",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC606","Vinilo Tipo 1  Super Lavable   Cuñete Verde Cariñoso",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC605","Vinilo Tipo 1  Super Lavable Cuñete Verde Ensueño",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC604","Vinilo Tipo 1  Super Lavable   Cuñete Verde Jaimaquino",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"VC603","Vinilo Tipo 1  Super Lavable Cuñete Verde Primaveral",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC602","Vinilo Tipo 1  Super Lavable Cuñete Verde Claro",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC601","Vinilo Tipo 1  Super Lavable Cuñete Verde Oscuro",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC513","Vinilo Tipo 1 Super Lavable Cuñete Gris Sidon",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC511","Vinilo Tipo 1  Super Lavable Cuñete Gris Bajo Cero",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC510","Vinilo Tipo 1  Super Lavable Cuñete Gris Versalles",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC509","Vinilo Tipo 1 Super Lavable Cuñete Gris Negrusco",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC508","Vinilo Tipo 1 Super Lavable Cuñete Vc6002 Essential Gray",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"VC502","Vinilo Tipo 1  Super Lavable Cuñete Gris Basalto",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC501","Vinilo Tipo 1  Super Lavable Cuñete Gris Nube",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC400","Vinilo Tipo 1  Super Lavable Cuñete Negro",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC308","Vinilo Tipo 1  Super Lavable Cuñete Blanco Arena",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC307","Vinilo Tipo 1 Super Lavable Cuñete Blanco Luna",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC304","Vinilo Tipo 1  Super Lavable Cuñete Crema",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC303","Vinilo Tipo 1  Super Lavable Cuñete Blanco Hueso",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC302","Vinilo Tipo 1  Super Lavable Cuñete Blanco Ostra",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC301","Vinilo Tipo 1  Super Lavable  Cuñete Blanco Almendra",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC300","Vinilo Tipo 1  Super Lavable Cuñete Blanco",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC215","Vinilo Tipo 1  Super Lavable Cuñete Vestido De Flores",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC208","Vinilo Tipo 1  Super Lavable Cuñete Rojo Emociòn",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC206","Vinilo Tipo 1  Super Lavable   Cuñete Rosado",210000,210000,273000,273000,283500,283500,294000,294000,304500,304500,NO,sin_cambio_base
"VC204","Vinilo Tipo 1  Super Lavable Cuñete Terracota",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC203","Vinilo Tipo 1  Super Lavable   Cuñete Arrecife",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"VC202","Vinilo Tipo 1  Super Lavable   Cuñete Mora",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"VC201","Vinilo Tipo 1  Super Lavable Cuñete Rojo Colonial",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC200","Vinilo Tipo 1  Super Lavable Cuñete Rojo",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC12","Vinilo Tipo 1  Super Lavable Cuñete Amarillo Otoñal",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC107","Vinilo Tipo 1  Super Lavable Cuñete Agua Marina",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC106","Vinilo Tipo 1  Super Lavable Cuñete Azul Cielo",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC105","Vinilo Tipo 1  Super Lavable   Cuñete Azul Porcelana",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"VC104","Vinilo Tipo 1  Super Lavable   Cuñete Azul Celeste",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC103","Vinilo Tipo 1  Super Lavable Cuñete Azul Nordico",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC102","Vinilo Tipo 1  Super Lavable Cuñete Azul Pacifico",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC101","Vinilo Tipo 1 Super Lavable Cuñete Azul Milano",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC100","Vinilo Tipo 1  Super Lavable Cuñete Azul",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC07","Vinilo Tipo 1  Super Lavable   Cuñete Trigo",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC06","Vinilo Tipo 1  Super Lavable Cuñete Ocre",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC05","Vinilo Tipo 1  Super Lavable   Cuñete Camelia",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC04","Vinilo Tipo 1  Super Lavable Cuñete Amarillo Oro",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC03","Vinilo Tipo 1 Super Lavable Cuñete Amarillo Fusion",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VC01","Vinilo Tipo 1 Super Lavable Cuñete Amarillo",133160.8,133161,173109,173109,179767,179767,186425,186425,193083,193083,NO,actualizado
"VB914","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Taupe Sw7038",69909.2,69909,90882,90882,94377,94377,97873,97873,101368,101368,NO,actualizado
"VB906","Vinilo Tipo 1  Super Lavable   1/2 Cuñete Castaño",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"VB903","Vinilo Tipo 1  Super Lavable   1/2 Cuñete  Cipres",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"VB900","Vinilo Tipo 1  Super Lavable 1/2 Cuñete Champaña",69909.2,69909,90882,90882,94377,94377,97873,97873,101368,101368,NO,actualizado
"VB803","Vinilo Tipo 1  Super Lavable   1/2 Cuñete Uva",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"VB802","Vinilo Tipo 1  Super Lavable 1/2 Cuñete  Lila",69909.2,69909,90882,90882,94377,94377,97873,97873,101368,101368,NO,actualizado
"VB801","Vinilo Tipo 1  Super Lavable   1/2 Cuñete Morado",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
